Date,maxtemp,pred_maxtemp,class_true,class_pred
2020-10-01,25.0,24.48,baja,baja
2020-10-02,24.0,23.98,baja,baja
2020-10-03,27.0,27.13,baja,baja
2020-10-04,27.0,27.68,baja,baja
2020-10-05,27.0,26.81,baja,baja
2020-10-06,27.0,27.66,baja,baja
2020-10-07,32.0,31.84,mediana,mediana
2020-10-08,31.0,30.76,mediana,mediana
2020-10-09,32.0,31.71,mediana,mediana
2020-10-10,30.0,30.29,baja,mediana
2020-10-11,34.0,33.47,mediana,mediana
2020-10-12,34.0,33.88,mediana,mediana
2020-10-13,37.0,36.56,alta,alta
2020-10-14,33.0,33.18,mediana,mediana
2020-10-15,32.0,32.91,mediana,mediana
2020-10-16,34.0,33.3,mediana,mediana
2020-10-17,29.0,29.72,baja,baja
2020-10-18,32.0,32.11,mediana,mediana
2020-10-19,36.0,35.48,alta,alta
2020-10-20,34.0,33.88,mediana,mediana
2020-10-21,30.0,30.37,baja,mediana
2020-10-22,36.0,35.19,alta,alta
2020-10-23,37.0,34.85,alta,alta
2020-10-24,32.0,32.34,mediana,mediana
2020-10-25,35.0,34.74,alta,alta
2020-10-26,31.0,32.91,mediana,mediana
2020-10-27,37.0,36.02,alta,alta
2020-10-28,35.0,35.18,alta,alta
2020-10-29,34.0,32.73,mediana,mediana
2020-10-30,36.0,35.57,alta,alta
2020-10-31,32.0,31.98,mediana,mediana
2020-11-01,35.0,33.43,alta,mediana
2020-11-02,35.0,35.44,alta,alta
2020-11-03,35.0,34.88,alta,alta
2020-11-04,37.0,35.38,alta,alta
2020-11-05,34.0,34.23,mediana,alta
2020-11-06,30.0,30.94,baja,mediana
2020-11-07,34.0,34.01,mediana,alta
2020-11-08,31.0,31.06,mediana,mediana
2020-11-09,27.0,26.86,baja,baja
2020-11-10,36.0,35.32,alta,alta
2020-11-11,22.0,22.95,baja,baja
2020-11-12,28.0,27.0,baja,baja
2020-11-13,27.0,27.27,baja,baja
2020-11-14,25.0,25.11,baja,baja
2020-11-15,26.0,26.04,baja,baja
2020-11-16,24.0,23.68,baja,baja
2020-11-17,28.0,27.05,baja,baja
2020-11-18,27.0,29.35,baja,baja
2020-11-19,28.0,28.76,baja,baja
2020-11-20,27.0,26.24,baja,baja
2020-11-21,32.0,31.79,mediana,mediana
2020-11-22,31.0,30.75,mediana,mediana
2020-11-23,32.0,31.65,mediana,mediana
2020-11-24,29.0,29.39,baja,baja
2020-11-25,34.0,33.66,mediana,mediana
2020-11-26,33.0,32.78,mediana,mediana
2020-11-27,37.0,36.01,alta,alta
2020-11-28,30.0,30.85,baja,mediana
2020-11-29,31.0,31.68,mediana,mediana
2020-11-30,34.0,33.08,mediana,mediana
2020-12-01,33.0,33.14,mediana,mediana
2020-12-02,32.0,31.31,mediana,mediana
2020-12-03,36.0,35.48,alta,alta
2020-12-04,33.0,32.94,mediana,mediana
2020-12-05,27.0,26.93,baja,baja
2020-12-06,34.0,34.19,mediana,alta
2020-12-07,36.0,35.91,alta,alta
2020-12-08,32.0,32.32,mediana,mediana
2020-12-09,36.0,35.6,alta,alta
2020-12-10,34.0,33.64,mediana,mediana
2020-12-11,35.0,34.53,alta,alta
2020-12-12,37.0,35.82,alta,alta
2020-12-13,32.0,33.02,mediana,mediana
2020-12-14,36.0,34.75,alta,alta
2020-12-15,32.0,32.47,mediana,mediana
2020-12-16,36.0,35.62,alta,alta
2020-12-17,32.0,33.31,mediana,mediana
2020-12-18,35.0,34.2,alta,alta
2020-12-19,38.0,37.38,alta,alta
2020-12-20,32.0,32.55,mediana,mediana
2020-12-21,32.0,33.18,mediana,mediana
2020-12-22,34.0,35.38,mediana,alta
2020-12-23,30.0,30.69,baja,mediana
2020-12-24,25.0,27.45,baja,baja
2020-12-25,33.0,32.59,mediana,mediana
2020-12-26,24.0,23.73,baja,baja
2020-12-27,28.0,25.14,baja,baja
2020-12-28,26.0,27.65,baja,baja
2020-12-29,24.0,24.46,baja,baja
2020-12-30,24.0,23.75,baja,baja
2020-12-31,24.0,25.35,baja,baja
